Product Title,URL,Price,Rating,Review Count
"Drop Shift Mechanical Gaming Keyboard — Full-Size 1800 Layout (99 Key), Hotswap Switches, Programmable, Backlit RGB, USB-C, Doubleshot PBT Keycaps, Aluminum, Linear (Gray, Kaihua Speed Silver) ",https://www.amazon.com/Drop-Shift-Mechanical-Gaming-Keyboard/dp/B08L8K7SYZ/ref=sr_1_138?keywords=Mechanical+Keyboard&qid=1656137654&sr=8-138,$270.00,4.4 out of 5 stars,80
"60% Mechanical Gaming Keyboard, White&Grey Gaming Keyboard with Hot Swappable Clicky Blue Switches, Wired Detachable Type-C Cable Mini Keyboard with Powder Blue Backlight for Windows/Mac/PC/Laptop ",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg9_1?ie=UTF8&adId=A00723023PLRFN16BGOGB&url=%2FMechanical-Keyboard-Swappable-Detachable-Backlight%2Fdp%2FB09WMC9VLQ%2Fref%3Dsr_1_139_sspa%3Fkeywords%3DMechanical%2BKeyboard%26qid%3D1656137654%26sr%3D8-139-spons%26psc%3D1&qualifier=1656137654&id=5058157152867965&widgetName=sp_mtf,$26.99,4.4 out of 5 stars,364
"84 Keys Mechanical Gaming Keyboard, Compact Gray Gaming Keyboard with Clicky Blue Switches, Wired Detachable Type-C Cable Mini Keyboard with Blue Light for Windows/Mac/PC/Laptop ",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg9_1?ie=UTF8&adId=A082095429USJYS2KE1DC&url=%2FMechanical-Keyboard-Switches-Detachable-Windows%2Fdp%2FB09FZ21CNQ%2Fref%3Dsr_1_140_sspa%3Fkeywords%3DMechanical%2BKeyboard%26qid%3D1656137654%26sr%3D8-140-spons%26psc%3D1&qualifier=1656137654&id=5058157152867965&widgetName=sp_mtf,$29.99,,
NZXT Function TKL Mechanical Keyboard - KB-1TKUS-WR - PC Gaming Mechanical Keyboard - MX Compatible Switches - Hot Swappable Key Switch Sockets - Linear RGB Switches - Aluminum Top Plate - White ,https://www.amazon.com/NZXT-Function-TKL-Mechanical-Keyboard/dp/B09R93ZB4J/ref=sr_1_141?keywords=Mechanical+Keyboard&qid=1656137654&sr=8-141,$109.99,4.1 out of 5 stars,24
"Logitech G915 TKL Tenkeyless Lightspeed Wireless RGB Mechanical Gaming Keyboard, Low Profile Switch Options, LIGHTSYNC RGB, Advanced Wireless and Bluetooth Support - Tactile (Renewed) ",https://www.amazon.com/Tenkeyless-Lightspeed-Mechanical-LIGHTSYNC-Bluetooth/dp/B08L8BP9KK/ref=sr_1_142?keywords=Mechanical+Keyboard&qid=1656137654&sr=8-142,$118.99,4.4 out of 5 stars,273
"Letar Mechanical Gaming Keyboard RGB LED Rainbow Backlit Wired Keyboard, 87 Keys, Blue. ",https://www.amazon.com/Letar-Mechanical-Keyboard-Rainbow-Backlit/dp/B08DD4VGVL/ref=sr_1_143?keywords=Mechanical+Keyboard&qid=1656137654&sr=8-143,$11.99,4.3 out of 5 stars,15
"KEMOVE 60% Mechanical Gaming Keyboard, Bluetooth 5.1 Hot Swappable Keyboard RGB Backlit PBT Keycaps Full Keys Programmable (Gateron Brown Switch) ",https://www.amazon.com/KEMOVE-Bluetooth-Wireless-Mechanical-Hot-Swappable/dp/B08HYHRV4T/ref=sr_1_145?keywords=Mechanical+Keyboard&qid=1656137654&sr=8-145,$24.49,4.0 out of 5 stars,105
"75% Mechanical Keyboard,MageGee Wired Gaming Keyboard with Blue Switches and White Backlit Small Compact 75 Percent Keyboard Mechanical, Portable Gaming Keyboard Gamer for PC, MAC(White Pink) ",https://www.amazon.com/Mechanical-Keyboard-MageGee-Switches-Portable/dp/B09M6B8L5L/ref=sr_1_146?keywords=Mechanical+Keyboard&qid=1656137654&sr=8-146,$29.99,4.4 out of 5 stars,25
Razer Cynosa Chroma Gaming Keyboard: Individually Backlit RGB Keys - Spill-Resistant Design - Programmable Macro Functionality - Quiet & Cushioned ,https://www.amazon.com/Razer-Cynosa-Chroma-Gaming-Keyboard/dp/B075KMZ4MX/ref=sr_1_147?keywords=Mechanical+Keyboard&qid=1656137654&sr=8-147,$39.99,4.7 out of 5 stars,"18,150"
"Redragon K608 Valheim Rainbow Gaming Keyboard, 104 Keys NKRO Mechanical Keyboard w/Soft Tactile and Low Noise Brown Switch ",https://www.amazon.com/Redragon-K608-Valheim-Keyboard-Mechanical/dp/B093BBS59C/ref=sr_1_148?keywords=Mechanical+Keyboard&qid=1656137654&sr=8-148,$29.99,4.5 out of 5 stars,307
